GPT-香港,#genre#
Channel U,https://4gtv.yq123456.dpdns.org/smart.php?id=ChannelU&token=mayuanqing1971
Vasantham,https://4gtv.yq123456.dpdns.org/smart.php?id=Vasantham&token=mayuanqing1971
CNA,https://4gtv.yq123456.dpdns.org/smart.php?id=cna&token=mayuanqing1971
CNA backup,https://4gtv.yq123456.dpdns.org/smart.php?id=cna_twn&token=mayuanqing1971
MeWatch Ch 5,https://4gtv.yq123456.dpdns.org/smart.php?id=Mewatch_ch5&token=mayuanqing1971
MeWatch Ch 8,https://4gtv.yq123456.dpdns.org/smart.php?id=Mewatch_ch8&token=mayuanqing1971
MeWatch Ch U,https://4gtv.yq123456.dpdns.org/smart.php?id=Mewatch_chU&token=mayuanqing1971
MeWatch Suria,https://4gtv.yq123456.dpdns.org/smart.php?id=Mewatch_Suria&token=mayuanqing1971
MeWatch Vasantham,https://4gtv.yq123456.dpdns.org/smart.php?id=Mewatch_Vasantham&token=mayuanqing1971
MeWatch CNA,https://4gtv.yq123456.dpdns.org/smart.php?id=Mewatch_cna&token=mayuanqing1971
GPT-马来西亚,#genre#
TV1,https://4gtv.yq123456.dpdns.org/smart.php?id=TV1&token=mayuanqing1971
TV1 backup,https://4gtv.yq123456.dpdns.org/smart.php?id=TV1_backup&token=mayuanqing1971
TV2,https://4gtv.yq123456.dpdns.org/smart.php?id=TV2&token=mayuanqing1971
TV3,https://4gtv.yq123456.dpdns.org/smart.php?id=TV3&token=mayuanqing1971
TV3 SD,https://4gtv.yq123456.dpdns.org/smart.php?id=TV3_mega&token=mayuanqing1971
NTV7,https://4gtv.yq123456.dpdns.org/smart.php?id=NTV7&token=mayuanqing1971
TV8,https://4gtv.yq123456.dpdns.org/smart.php?id=TV8&token=mayuanqing1971
TV9,https://4gtv.yq123456.dpdns.org/smart.php?id=TV9&token=mayuanqing1971
Ria,https://4gtv.yq123456.dpdns.org/smart.php?id=Ria-0&token=mayuanqing1971
Ria-3,https://4gtv.yq123456.dpdns.org/smart.php?id=Ria_backup&token=mayuanqing1971
Al-Hijrah,https://4gtv.yq123456.dpdns.org/smart.php?id=Alhijrah&token=mayuanqing1971
Al-Hijrah backup,https://4gtv.yq123456.dpdns.org/smart.php?id=Alhijrah_backup&token=mayuanqing1971
Awani,https://4gtv.yq123456.dpdns.org/smart.php?id=Awani&token=mayuanqing1971
Bernama,https://4gtv.yq123456.dpdns.org/smart.php?id=Bernama&token=mayuanqing1971
Prima,https://4gtv.yq123456.dpdns.org/smart.php?id=Prima-0&token=mayuanqing1971
Prima backup,https://4gtv.yq123456.dpdns.org/smart.php?id=AAprima1&token=mayuanqing1971
Prima backup 2,https://4gtv.yq123456.dpdns.org/smart.php?id=AAprima&token=mayuanqing1971
Ceria,https://4gtv.yq123456.dpdns.org/smart.php?id=Ceria&token=mayuanqing1971
Astro MTV,https://4gtv.yq123456.dpdns.org/smart.php?id=AstroMTV&token=mayuanqing1971
Mecca Live HD,https://4gtv.yq123456.dpdns.org/smart.php?id=quran_mido&token=mayuanqing1971
Madinah HD,https://4gtv.yq123456.dpdns.org/smart.php?id=sunnah_mido&token=mayuanqing1971
Oasis,https://4gtv.yq123456.dpdns.org/smart.php?id=Oasis&token=mayuanqing1971
HBO HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Hbo&token=mayuanqing1971
HBO Signature,https://4gtv.yq123456.dpdns.org/smart.php?id=Hbosignature&token=mayuanqing1971
HBO Hits,https://4gtv.yq123456.dpdns.org/smart.php?id=Hbohitshd&token=mayuanqing1971
NatGeo Wild HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Natgeowild&token=mayuanqing1971
Cartoon Network,https://4gtv.yq123456.dpdns.org/smart.php?id=Cn&token=mayuanqing1971
Nickelodeon,https://4gtv.yq123456.dpdns.org/smart.php?id=Nickelodeon&token=mayuanqing1971
Nick Jr,https://4gtv.yq123456.dpdns.org/smart.php?id=Nickjr&token=mayuanqing1971
Dreamworks,https://4gtv.yq123456.dpdns.org/smart.php?id=Dreamworks&token=mayuanqing1971
Siar,https://4gtv.yq123456.dpdns.org/smart.php?id=Siar&token=mayuanqing1971
Citra,https://4gtv.yq123456.dpdns.org/smart.php?id=AAcitra&token=mayuanqing1971
Citra backup,https://4gtv.yq123456.dpdns.org/smart.php?id=AAcitra1&token=mayuanqing1971
Sensasi,https://4gtv.yq123456.dpdns.org/smart.php?id=Sensasi&token=mayuanqing1971
Aura,https://4gtv.yq123456.dpdns.org/smart.php?id=Aura&token=mayuanqing1971
Rania,https://4gtv.yq123456.dpdns.org/smart.php?id=Rania&token=mayuanqing1971
KBS World,https://4gtv.yq123456.dpdns.org/smart.php?id=KBS&token=mayuanqing1971
Boo,https://4gtv.yq123456.dpdns.org/smart.php?id=Boo&token=mayuanqing1971
Awesome TV,https://4gtv.yq123456.dpdns.org/smart.php?id=Dsangat&token=mayuanqing1971
Astro Sonypix,https://4gtv.yq123456.dpdns.org/smart.php?id=Asonypix&token=mayuanqing1971
Sony HD,https://4gtv.yq123456.dpdns.org/smart.php?id=SetOne&token=mayuanqing1971
TvN,https://4gtv.yq123456.dpdns.org/smart.php?id=TVN&token=mayuanqing1971
AEC,https://4gtv.yq123456.dpdns.org/smart.php?id=AEC&token=mayuanqing1971
华丽台 HD （Wah Lai Toi）,https://4gtv.yq123456.dpdns.org/smart.php?id=Wlt&token=mayuanqing1971
欢喜台 HD （Hua Hee Tai）,https://4gtv.yq123456.dpdns.org/smart.php?id=Huahee&token=mayuanqing1971
Astro QJ,https://4gtv.yq123456.dpdns.org/smart.php?id=Quanjia&token=mayuanqing1971
TVB Jade,https://4gtv.yq123456.dpdns.org/smart.php?id=Tvbjade&token=mayuanqing1971
TVB Asia,https://4gtv.yq123456.dpdns.org/smart.php?id=Tvbasia&token=mayuanqing1971
TVB Entertainment,https://4gtv.yq123456.dpdns.org/smart.php?id=Tvbentertainment&token=mayuanqing1971
TVB Classic,https://4gtv.yq123456.dpdns.org/smart.php?id=Tvbclassic&token=mayuanqing1971
AOD,https://4gtv.yq123456.dpdns.org/smart.php?id=Aodhd&token=mayuanqing1971
One,https://4gtv.yq123456.dpdns.org/smart.php?id=One&token=mayuanqing1971
TVB 星河台 Xing He,https://4gtv.yq123456.dpdns.org/smart.php?id=Xinhe&token=mayuanqing1971
爱奇艺 iQiyi,https://4gtv.yq123456.dpdns.org/smart.php?id=Qiyi&token=mayuanqing1971
Animal Planet (Eng),https://4gtv.yq123456.dpdns.org/smart.php?id=AnimalPlanet&token=mayuanqing1971
tvN Movie,https://4gtv.yq123456.dpdns.org/smart.php?id=Tvnmovie&token=mayuanqing1971
CNN backup,https://4gtv.yq123456.dpdns.org/smart.php?id=cnn_twn&token=mayuanqing1971
Celestial Classic,https://4gtv.yq123456.dpdns.org/smart.php?id=Celestial2&token=mayuanqing1971
CNBC,https://4gtv.yq123456.dpdns.org/smart.php?id=cnbc_twn&token=mayuanqing1971
TLC,https://4gtv.yq123456.dpdns.org/smart.php?id=Tlc&token=mayuanqing1971
CNA,https://4gtv.yq123456.dpdns.org/smart.php?id=cna&token=mayuanqing1971
BBC World News,https://4gtv.yq123456.dpdns.org/smart.php?id=bbcnews_twn&token=mayuanqing1971
Foodnetwork Hd,https://4gtv.yq123456.dpdns.org/smart.php?id=Foodnetwork&token=mayuanqing1971
HGTV,https://4gtv.yq123456.dpdns.org/smart.php?id=HGTV&token=mayuanqing1971
Goshop,https://4gtv.yq123456.dpdns.org/smart.php?id=Goshop&token=mayuanqing1971
Celestial Movies HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Celestial&token=mayuanqing1971
Axn HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Axn&token=mayuanqing1971
Paramount Network,https://4gtv.yq123456.dpdns.org/smart.php?id=Paramountnetwork&token=mayuanqing1971
Astrol Kplus,https://4gtv.yq123456.dpdns.org/smart.php?id=Kplus&token=mayuanqing1971
AFC 亚洲旅游台,https://4gtv.yq123456.dpdns.org/smart.php?id=asiatravel_twn&token=mayuanqing1971
Rock Actions,https://4gtv.yq123456.dpdns.org/smart.php?id=Rockaction&token=mayuanqing1971
Bloomberg News,https://4gtv.yq123456.dpdns.org/smart.php?id=bloomberg_twn&token=mayuanqing1971
Al-Jazeera,https://4gtv.yq123456.dpdns.org/smart.php?id=aljazeera_twn&token=mayuanqing1971
Rock Entertainment,https://4gtv.yq123456.dpdns.org/smart.php?id=Rockentertain&token=mayuanqing1971
RTM Sports HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Rtmsport&token=mayuanqing1971
Arena,https://4gtv.yq123456.dpdns.org/smart.php?id=Arena&token=mayuanqing1971
Arena 2,https://4gtv.yq123456.dpdns.org/smart.php?id=Arena2&token=mayuanqing1971
BolaArena 1,https://4gtv.yq123456.dpdns.org/smart.php?id=Bolaarena1&token=mayuanqing1971
BolaArena 2,https://4gtv.yq123456.dpdns.org/smart.php?id=Bolaarena2&token=mayuanqing1971
Astro LOL,https://4gtv.yq123456.dpdns.org/smart.php?id=Astro_lol&token=mayuanqing1971
Astro Rusi,https://4gtv.yq123456.dpdns.org/smart.php?id=Rusi&token=mayuanqing1971
WION,https://4gtv.yq123456.dpdns.org/smart.php?id=Wion&token=mayuanqing1971
RTM Asean,https://4gtv.yq123456.dpdns.org/smart.php?id=Rtmasean&token=mayuanqing1971
GPT-印尼,#genre#
TVRI National,https://4gtv.yq123456.dpdns.org/smart.php?id=TVRI&token=mayuanqing1971
RCTI,https://4gtv.yq123456.dpdns.org/smart.php?id=Rcti&token=mayuanqing1971
Kompass TV,https://4gtv.yq123456.dpdns.org/smart.php?id=Kompass&token=mayuanqing1971
Berita Satu,https://4gtv.yq123456.dpdns.org/smart.php?id=BeritaSatu_eko&token=mayuanqing1971
Indosiar HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Indosiar&token=mayuanqing1971
AnTV,https://4gtv.yq123456.dpdns.org/smart.php?id=Antv&token=mayuanqing1971
MNC TV,https://4gtv.yq123456.dpdns.org/smart.php?id=Mnctv&token=mayuanqing1971
Trans 7,https://4gtv.yq123456.dpdns.org/smart.php?id=Trans7_eko&token=mayuanqing1971
Transtv,https://4gtv.yq123456.dpdns.org/smart.php?id=Transtv&token=mayuanqing1971
JTV,https://4gtv.yq123456.dpdns.org/smart.php?id=JTV_eko&token=mayuanqing1971
Metro TV,https://4gtv.yq123456.dpdns.org/smart.php?id=metrotv_eko&token=mayuanqing1971
Cinemax,https://4gtv.yq123456.dpdns.org/smart.php?id=Cinemax&token=mayuanqing1971
SCTV,https://4gtv.yq123456.dpdns.org/smart.php?id=SCTV&token=mayuanqing1971
Tvone,https://4gtv.yq123456.dpdns.org/smart.php?id=Tvone&token=mayuanqing1971
TVMU,https://4gtv.yq123456.dpdns.org/smart.php?id=TVMU_eko&token=mayuanqing1971
GTV,https://4gtv.yq123456.dpdns.org/smart.php?id=Gtv&token=mayuanqing1971
RTV,https://4gtv.yq123456.dpdns.org/smart.php?id=Rtv&token=mayuanqing1971
Jak TV,https://4gtv.yq123456.dpdns.org/smart.php?id=JakTV&token=mayuanqing1971
iNews TV,https://4gtv.yq123456.dpdns.org/smart.php?id=Inewstv&token=mayuanqing1971
Daai TV,https://4gtv.yq123456.dpdns.org/smart.php?id=DaaiTV&token=mayuanqing1971
Net TV,https://4gtv.yq123456.dpdns.org/smart.php?id=NetTV&token=mayuanqing1971
Animax,https://4gtv.yq123456.dpdns.org/smart.php?id=Animax&token=mayuanqing1971
EWTN,https://4gtv.yq123456.dpdns.org/smart.php?id=Ewtn&token=mayuanqing1971
AlQuran AlKareem,https://4gtv.yq123456.dpdns.org/smart.php?id=AlQuran&token=mayuanqing1971
Tawaf TV,https://4gtv.yq123456.dpdns.org/smart.php?id=TawafTV&token=mayuanqing1971
Vision Prime,https://4gtv.yq123456.dpdns.org/smart.php?id=VisionPrime&token=mayuanqing1971
Muslim TV,https://4gtv.yq123456.dpdns.org/smart.php?id=MuslimTV&token=mayuanqing1971
Music TV,https://4gtv.yq123456.dpdns.org/smart.php?id=MusicTV&token=mayuanqing1971
Lifestyle&Fashion,https://4gtv.yq123456.dpdns.org/smart.php?id=Lifestyle&token=mayuanqing1971
Entertain,https://4gtv.yq123456.dpdns.org/smart.php?id=Entertain&token=mayuanqing1971
Hits,https://4gtv.yq123456.dpdns.org/smart.php?id=Hits&token=mayuanqing1971
Warner TV,https://4gtv.yq123456.dpdns.org/smart.php?id=WarnerTV&token=mayuanqing1971
SCM,https://4gtv.yq123456.dpdns.org/smart.php?id=Weishimovie&token=mayuanqing1971
Thrill,https://4gtv.yq123456.dpdns.org/smart.php?id=Thrill&token=mayuanqing1971
Fight Sports,https://4gtv.yq123456.dpdns.org/smart.php?id=Fs&token=mayuanqing1971
Hits Movie,https://4gtv.yq123456.dpdns.org/smart.php?id=Hitsmovie&token=mayuanqing1971
One,https://4gtv.yq123456.dpdns.org/smart.php?id=One&token=mayuanqing1971
tvN Movie,https://4gtv.yq123456.dpdns.org/smart.php?id=Tvnmovie&token=mayuanqing1971
Celestial Movies HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Celestialindo&token=mayuanqing1971
Rock Actions,https://4gtv.yq123456.dpdns.org/smart.php?id=Rockaction&token=mayuanqing1971
Rock Entertainment,https://4gtv.yq123456.dpdns.org/smart.php?id=Rockentertain&token=mayuanqing1971
GPT-印度,#genre#
Sun TV HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Suntv&token=mayuanqing1971
Star Vijay,https://4gtv.yq123456.dpdns.org/smart.php?id=Starvijay&token=mayuanqing1971
Colors Tamil,https://4gtv.yq123456.dpdns.org/smart.php?id=Colorstam&token=mayuanqing1971
Sun Music,https://4gtv.yq123456.dpdns.org/smart.php?id=Sunmusic&token=mayuanqing1971
Astro Sunlife,https://4gtv.yq123456.dpdns.org/smart.php?id=Sunlife&token=mayuanqing1971
Astro Vaanavil,https://4gtv.yq123456.dpdns.org/smart.php?id=Vaanavil&token=mayuanqing1971
Zee Tamil,https://4gtv.yq123456.dpdns.org/smart.php?id=Zeetamil&token=mayuanqing1971
Zee Business,https://4gtv.yq123456.dpdns.org/smart.php?id=Zeebusiness&token=mayuanqing1971
News 18 Tamil,https://4gtv.yq123456.dpdns.org/smart.php?id=news18tamil_raj&token=mayuanqing1971
Adithya,https://4gtv.yq123456.dpdns.org/smart.php?id=Adithya&token=mayuanqing1971
Makkal TV,https://4gtv.yq123456.dpdns.org/smart.php?id=Makkaltv&token=mayuanqing1971
Zee Action,https://4gtv.yq123456.dpdns.org/smart.php?id=Zeeaction&token=mayuanqing1971
Astro KTV,https://4gtv.yq123456.dpdns.org/smart.php?id=Astroktv&token=mayuanqing1971
Zee TV HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Zeetvhd&token=mayuanqing1971
Zee Cinema HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Zeecinemahd&token=mayuanqing1971
Color HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Colorhd&token=mayuanqing1971
Starplus HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Starplushd&token=mayuanqing1971
Picture HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Npicture&token=mayuanqing1971
Zee News,https://4gtv.yq123456.dpdns.org/smart.php?id=Zeenews&token=mayuanqing1971
Asianet,https://4gtv.yq123456.dpdns.org/smart.php?id=asianet_raj&token=mayuanqing1971
Asianet News,https://4gtv.yq123456.dpdns.org/smart.php?id=asianetnews_raj&token=mayuanqing1971
Discovery World Tamil,https://4gtv.yq123456.dpdns.org/smart.php?id=discoveryworldtam_raj&token=mayuanqing1971
History Tamil,https://4gtv.yq123456.dpdns.org/smart.php?id=historytam_raj&token=mayuanqing1971
NatGeo Tamil,https://4gtv.yq123456.dpdns.org/smart.php?id=natgeotamil_raj&token=mayuanqing1971
Natgeo Wild Tamil,https://4gtv.yq123456.dpdns.org/smart.php?id=natgeowildtamil_raj&token=mayuanqing1971
Astro Sonypix,https://4gtv.yq123456.dpdns.org/smart.php?id=Asonypix&token=mayuanqing1971
Discovery Kids Tamil,https://4gtv.yq123456.dpdns.org/smart.php?id=discoverykidtamil_raj&token=mayuanqing1971
Discovery Tamil,https://4gtv.yq123456.dpdns.org/smart.php?id=discoverytamil_raj&token=mayuanqing1971
Sony Yay Tamil,https://4gtv.yq123456.dpdns.org/smart.php?id=sonyyaytam_raj&token=mayuanqing1971
Sun TV India,https://4gtv.yq123456.dpdns.org/smart.php?id=suntv_raj&token=mayuanqing1971
Starmaa HD,https://4gtv.yq123456.dpdns.org/smart.php?id=starmaa_raj&token=mayuanqing1971
Starmaa Movies HD,https://4gtv.yq123456.dpdns.org/smart.php?id=starmaamovies_raj&token=mayuanqing1971
Bollyone,https://4gtv.yq123456.dpdns.org/smart.php?id=Bollyone&token=mayuanqing1971
Astro Sunmusic,https://4gtv.yq123456.dpdns.org/smart.php?id=Sunmusic&token=mayuanqing1971
Vijay Super,https://4gtv.yq123456.dpdns.org/smart.php?id=vijaysuper_raj&token=mayuanqing1971
Vellithirai,https://4gtv.yq123456.dpdns.org/smart.php?id=Vellithirai&token=mayuanqing1971
GPT-泰国,#genre#
Channel 3 Thailand,https://4gtv.yq123456.dpdns.org/smart.php?id=ch3_pat&token=mayuanqing1971
Channel 5 Thailand,https://4gtv.yq123456.dpdns.org/smart.php?id=ch5_pat&token=mayuanqing1971
Channel 7 Thailand,https://4gtv.yq123456.dpdns.org/smart.php?id=ch7_pat&token=mayuanqing1971
MCOT HD Thailand-1,https://4gtv.yq123456.dpdns.org/smart.php?id=mcot_pat&token=mayuanqing1971
PPTV Thailand1,https://4gtv.yq123456.dpdns.org/smart.php?id=pptv_pat&token=mayuanqing1971
Thai Thai,https://4gtv.yq123456.dpdns.org/smart.php?id=thaithai_pat&token=mayuanqing1971
Amarin,https://4gtv.yq123456.dpdns.org/smart.php?id=amarin_pat&token=mayuanqing1971
Ch 8,https://4gtv.yq123456.dpdns.org/smart.php?id=ch8_pat&token=mayuanqing1971
GmmOne,https://4gtv.yq123456.dpdns.org/smart.php?id=gmmone_pat&token=mayuanqing1971
Mono,https://4gtv.yq123456.dpdns.org/smart.php?id=mono_pat&token=mayuanqing1971
Thairath,https://4gtv.yq123456.dpdns.org/smart.php?id=thairath_pat&token=mayuanqing1971
tpbs,https://4gtv.yq123456.dpdns.org/smart.php?id=tpbs_pat&token=mayuanqing1971
Workpoint,https://4gtv.yq123456.dpdns.org/smart.php?id=workpoint_pat&token=mayuanqing1971
Gmm Channel,https://4gtv.yq123456.dpdns.org/smart.php?id=gmmchannel_pat&token=mayuanqing1971
Nation,https://4gtv.yq123456.dpdns.org/smart.php?id=nation_pat&token=mayuanqing1971
Tnn24,https://4gtv.yq123456.dpdns.org/smart.php?id=tnn24_pat&token=mayuanqing1971
Nbt,https://4gtv.yq123456.dpdns.org/smart.php?id=nbt_pat&token=mayuanqing1971
New,https://4gtv.yq123456.dpdns.org/smart.php?id=new_pat&token=mayuanqing1971
TPTV,https://4gtv.yq123456.dpdns.org/smart.php?id=tptv_pat&token=mayuanqing1971
GPT-英国,#genre#
BBC 1,https://4gtv.yq123456.dpdns.org/smart.php?id=bbc1_antik&token=mayuanqing1971
BBC 2,https://4gtv.yq123456.dpdns.org/smart.php?id=bbc2_antik&token=mayuanqing1971
CBBC,https://4gtv.yq123456.dpdns.org/smart.php?id=cbbc_antik&token=mayuanqing1971
More4,https://4gtv.yq123456.dpdns.org/smart.php?id=more4_antik&token=mayuanqing1971
Freesports,https://4gtv.yq123456.dpdns.org/smart.php?id=freesports_antik&token=mayuanqing1971
Skynews,https://4gtv.yq123456.dpdns.org/smart.php?id=skynews_twn&token=mayuanqing1971
Pick TV,https://4gtv.yq123456.dpdns.org/smart.php?id=picktv_antik&token=mayuanqing1971
itv 1,https://4gtv.yq123456.dpdns.org/smart.php?id=itv1_antik&token=mayuanqing1971
itv 2,https://4gtv.yq123456.dpdns.org/smart.php?id=itv2_antik&token=mayuanqing1971
Euronews,https://4gtv.yq123456.dpdns.org/smart.php?id=euronews_antik&token=mayuanqing1971
Channel 4,https://4gtv.yq123456.dpdns.org/smart.php?id=channel4_antik&token=mayuanqing1971
NatGeo HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Natgeo&token=mayuanqing1971
CBeebies,https://4gtv.yq123456.dpdns.org/smart.php?id=Cbeebies&token=mayuanqing1971
History,https://4gtv.yq123456.dpdns.org/smart.php?id=History&token=mayuanqing1971
Kids TV,https://4gtv.yq123456.dpdns.org/smart.php?id=KidsTV&token=mayuanqing1971
France 24,https://4gtv.yq123456.dpdns.org/smart.php?id=france24_twn&token=mayuanqing1971
DW (Deutsch),https://4gtv.yq123456.dpdns.org/smart.php?id=dw_twn&token=mayuanqing1971
BBC Earth HD,https://4gtv.yq123456.dpdns.org/smart.php?id=bbcearth_twn&token=mayuanqing1971
BBC Earth Lifestyle,https://4gtv.yq123456.dpdns.org/smart.php?id=bbclifestyle_twn&token=mayuanqing1971
MTV Live,https://4gtv.yq123456.dpdns.org/smart.php?id=mtvhd_twn&token=mayuanqing1971
Star Movies HD,https://4gtv.yq123456.dpdns.org/smart.php?id=starmovies_raj&token=mayuanqing1971
NHK World,https://4gtv.yq123456.dpdns.org/smart.php?id=nhkworld_japan&token=mayuanqing1971
Warner TV,https://4gtv.yq123456.dpdns.org/smart.php?id=WarnerTV&token=mayuanqing1971
HBO HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Hbo&token=mayuanqing1971
NatGeo Wild HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Natgeowild&token=mayuanqing1971
Nickelodeon,https://4gtv.yq123456.dpdns.org/smart.php?id=Nickelodeon&token=mayuanqing1971
Nick Jr,https://4gtv.yq123456.dpdns.org/smart.php?id=Nickjr&token=mayuanqing1971
Thrill,https://4gtv.yq123456.dpdns.org/smart.php?id=Thrill&token=mayuanqing1971
CGTN,https://4gtv.yq123456.dpdns.org/smart.php?id=CGTN&token=mayuanqing1971
Hits Movie,https://4gtv.yq123456.dpdns.org/smart.php?id=Hitsmovie&token=mayuanqing1971
Animal Planet (Eng),https://4gtv.yq123456.dpdns.org/smart.php?id=AnimalPlanet&token=mayuanqing1971
CNBC,https://4gtv.yq123456.dpdns.org/smart.php?id=cnbc_twn&token=mayuanqing1971
TLC,https://4gtv.yq123456.dpdns.org/smart.php?id=Tlc&token=mayuanqing1971
BBC World News,https://4gtv.yq123456.dpdns.org/smart.php?id=bbcworldnews_antik&token=mayuanqing1971
HGTV,https://4gtv.yq123456.dpdns.org/smart.php?id=HGTV&token=mayuanqing1971
Axn HD,https://4gtv.yq123456.dpdns.org/smart.php?id=Axn&token=mayuanqing1971
Skysports F1,https://4gtv.yq123456.dpdns.org/smart.php?id=tiankongf1&token=mayuanqing1971
Skysports Cricket,https://4gtv.yq123456.dpdns.org/smart.php?id=tiankongcricket&token=mayuanqing1971
Bloomberg News,https://4gtv.yq123456.dpdns.org/smart.php?id=bloomberg_twn&token=mayuanqing1971
Skysports EPL,https://4gtv.yq123456.dpdns.org/smart.php?id=tiankongepl&token=mayuanqing1971
Skysports Main Event,https://4gtv.yq123456.dpdns.org/smart.php?id=tiankongmain&token=mayuanqing1971
Skysports News,https://4gtv.yq123456.dpdns.org/smart.php?id=tiankongnews&token=mayuanqing1971
Al-Jazeera,https://4gtv.yq123456.dpdns.org/smart.php?id=aljazeera_twn&token=mayuanqing1971
